epoch,SPTC,MSTC,loss
0,1066473.5000,296018.4062,1362491.8750
1,792311.8750,254413.2031,1046725.0625
2,596559.7500,218444.3281,815004.0625
3,457261.0938,187645.5000,644906.6250
4,357688.1875,161444.5781,519132.7500
5,285761.2812,139241.7812,425003.0625
6,233051.5469,120463.6953,353515.2500
7,193788.3906,104593.1562,298381.5625
8,164048.7812,91180.4141,255229.1875
9,141160.6094,79842.3281,221002.9375
10,123287.3125,70255.3984,193542.7188
11,109149.2422,62146.8047,171296.0469
12,97839.3203,55285.8320,153125.1562
13,88702.4609,49476.6250,138179.0938
14,81256.6953,44552.6484,125809.3438
15,75141.1406,40372.3008,115513.4375
16,70081.5938,36815.5625,106897.1562
17,65866.9453,33781.1250,99648.0703
18,62333.0703,31183.8789,93516.9531
19,59351.2227,28952.6562,88303.8750
20,56819.6836,27028.1797,83847.8594
21,54657.6680,25361.2227,80018.8906
22,52800.5820,23910.9551,76711.5391
23,51196.5078,22643.5508,73840.0625
24,49803.5273,21530.9688,71334.5000
25,48587.5703,20549.9297,69137.5000
26,47520.8828,19681.0820,67201.9688
27,46580.6641,18908.2812,65488.9453
28,45748.1211,18218.0391,63966.1602
29,45007.7031,17599.0352,62606.7383
30,44346.4414,17041.7344,61388.1758
31,43753.5000,16538.0859,60291.5859
32,43219.7422,16081.2510,59300.9922
33,42737.4961,15665.4160,58402.9141
34,42300.2305,15285.6035,57585.8359
35,41902.3867,14937.5508,56839.9375
36,41539.2305,14617.5762,56156.8047
37,41206.6641,14322.5039,55529.1680
38,40901.1719,14049.5791,54950.7500
39,40619.6992,13796.4004,54416.1016
40,40359.6133,13560.8750,53920.4883
41,40118.6328,13341.1699,53459.8047
42,39894.6836,13135.6738,53030.3594
43,39686.0703,12942.9736,52629.0430
44,39491.2031,12761.8096,52253.0117
45,39308.7031,12591.0820,51899.7852
46,39137.3867,12429.8047,51567.1914
47,38976.1875,12277.1045,51253.2930
48,38824.1406,12132.2031,50956.3438
49,38680.4102,11994.4033,50674.8125
50,38544.2734,11863.0781,50407.3516
51,38415.0078,11737.6699,50152.6797
52,38292.0625,11617.6738,49909.7344
53,38174.8789,11502.6357,49677.5156
54,38062.9922,11392.1436,49455.1367
55,37955.9648,11285.8281,49241.7930
56,37853.4023,11183.3525,49036.7539
57,37754.9492,11084.4160,48839.3672
58,37660.3164,10988.7422,48649.0586
59,37569.1992,10896.0859,48465.2852
60,37481.3398,10806.2285,48287.5703
61,37396.5000,10718.9727,48115.4727
62,37314.4805,10634.1416,47948.6211
63,37235.0625,10551.5859,47786.6484
64,37158.0742,10471.1758,47629.2500
65,37083.3555,10392.7969,47476.1523
66,37010.7734,10316.3535,47327.1250
67,36940.1445,10241.7715,47181.9141
68,36871.3789,10168.9805,47040.3594
69,36804.3477,10097.9238,46902.2734
70,36738.9570,10028.5518,46767.5078
71,36675.1016,9960.8125,46635.9141
72,36612.7031,9894.6572,46507.3594
73,36551.6680,9830.0312,46381.6992
74,36491.9141,9766.8809,46258.7969
75,36433.3945,9705.1484,46138.5430
76,36376.0117,9644.7676,46020.7812
77,36319.7383,9585.6797,45905.4180
78,36264.4844,9527.8203,45792.3047
79,36210.2422,9471.1289,45681.3711
80,36156.9570,9415.5479,45572.5039
81,36104.5664,9361.0215,45465.5859
82,36053.0625,9307.4980,45360.5625
83,36002.4141,9254.9287,45257.3438
84,35952.5859,9203.2725,45155.8594
85,35903.5586,9152.4854,45056.0430
86,35855.2969,9102.5283,44957.8242
87,35807.7812,9053.3652,44861.1484
88,35761.0000,9004.9600,44765.9609
89,35714.9258,8957.2734,44672.1992
90,35669.5273,8910.2744,44579.8008
91,35624.8359,8863.9258,44488.7617
92,35580.7656,8818.1934,44398.9609
93,35537.3359,8773.0430,44310.3789
94,35494.5195,8728.4434,44222.9609
95,35452.2930,8684.3604,44136.6523
96,35410.6523,8640.7695,44051.4219
97,35369.5703,8597.6455,43967.2148
98,35329.0273,8554.9678,43883.9961
99,35289.0039,8512.7207,43801.7266
100,35249.5078,8470.8975,43720.4062
101,35210.4922,8429.4912,43639.9844
102,35171.9688,8388.5039,43560.4727
103,35133.9180,8347.9395,43481.8594
104,35096.3203,8307.8125,43404.1328
105,35059.1641,8268.1348,43327.2969
106,35022.4453,8228.9199,43251.3672
107,34986.1641,8190.1836,43176.3477
108,34950.3008,8151.9424,43102.2422
109,34914.8516,8114.2095,43029.0625
110,34879.8203,8076.9951,42956.8164
111,34845.1953,8040.3096,42885.5039
112,34810.9492,8004.1572,42815.1055
113,34777.1172,7968.5435,42745.6602
114,34743.6875,7933.4678,42677.1562
115,34710.6172,7898.9326,42609.5508
116,34677.9492,7864.9336,42542.8828
117,34645.6289,7831.4697,42477.0977
118,34613.7031,7798.5405,42412.2422
119,34582.1289,7766.1426,42348.2734
120,34550.9141,7734.2769,42285.1914
121,34520.0586,7702.9419,42223.0000
122,34489.5469,7672.1357,42161.6836
123,34459.3750,7641.8574,42101.2344
124,34429.5430,7612.1035,42041.6484
125,34400.0469,7582.8726,41982.9180
126,34370.8711,7554.1572,41925.0273
127,34342.0156,7525.9497,41867.9648
128,34313.4609,7498.2412,41811.7031
129,34285.2070,7471.0229,41756.2305
130,34257.2734,7444.2832,41701.5547
131,34229.6172,7418.0078,41647.6250
132,34202.2578,7392.1885,41594.4453
133,34175.1875,7366.8081,41541.9961
134,34148.4062,7341.8560,41490.2617
135,34121.9180,7317.3174,41439.2344
136,34095.7031,7293.1792,41388.8828
137,34069.7852,7269.4287,41339.2148
138,34044.1445,7246.0527,41290.1953
139,34018.7969,7223.0396,41241.8359
140,33993.7656,7200.3770,41194.1406
141,33969.0000,7178.0503,41147.0508
142,33944.5508,7156.0527,41100.6016
143,33920.3945,7134.3672,41054.7617
144,33896.5352,7112.9863,41009.5234
145,33872.9648,7091.8989,40964.8633
146,33849.6914,7071.0933,40920.7852
147,33826.6992,7050.5625,40877.2617
148,33803.9922,7030.2954,40834.2891
149,33781.5586,7010.2861,40791.8438
150,33759.4062,6990.5288,40749.9336
151,33737.5078,6971.0146,40708.5234
152,33715.8828,6951.7393,40667.6211
153,33694.5117,6932.6978,40627.2109
154,33673.4023,6913.8828,40587.2852
155,33652.5352,6895.2891,40547.8242
156,33631.9141,6876.9111,40508.8242
157,33611.5195,6858.7422,40470.2617
158,33591.3672,6840.7759,40432.1445
159,33571.4375,6823.0054,40394.4414
160,33551.7227,6805.4263,40357.1484
161,33532.1992,6788.0308,40320.2305
162,33512.8906,6770.8140,40283.7031
163,33493.7812,6753.7734,40247.5547
164,33474.8594,6736.9028,40211.7617
165,33456.1328,6720.1992,40176.3320
166,33437.5781,6703.6621,40141.2422
167,33419.2109,6687.2886,40106.5000
168,33401.0312,6671.0762,40072.1094
169,33383.0312,6655.0259,40038.0586
170,33365.2461,6639.1343,40004.3789
171,33347.6406,6623.4023,39971.0430
172,33330.2227,6607.8281,39938.0508
173,33313.0273,6592.4102,39905.4375
174,33296.0234,6577.1484,39873.1719
175,33279.2109,6562.0415,39841.2539
176,33262.6055,6547.0869,39809.6914
177,33246.1953,6532.2822,39778.4766
178,33229.9844,6517.6274,39747.6133
179,33213.9570,6503.1196,39717.0781
180,33198.1250,6488.7578,39686.8828
181,33182.4766,6474.5400,39657.0156
182,33166.9883,6460.4648,39627.4531
183,33151.7031,6446.5303,39598.2344
184,33136.5820,6432.7358,39569.3164
185,33121.6211,6419.0801,39540.7031
186,33106.8359,6405.5635,39512.3984
187,33092.1992,6392.1821,39484.3828
188,33077.7344,6378.9355,39456.6719
189,33063.4062,6365.8203,39429.2266
190,33049.2383,6352.8350,39402.0742
191,33035.2070,6339.9756,39375.1836
192,33021.3320,6327.2397,39348.5703
193,33007.5820,6314.6211,39322.2031
194,32993.9805,6302.1216,39296.1016
195,32980.5039,6289.7363,39270.2422
196,32967.1641,6277.4609,39244.6250
197,32953.9492,6265.2949,39219.2422
198,32940.8672,6253.2358,39194.1016
199,32927.9180,6241.2808,39169.1992
200,32915.0938,6229.4292,39144.5234
201,32902.3906,6217.6768,39120.0664
202,32889.8164,6206.0244,39095.8398
203,32877.3750,6194.4697,39071.8438
204,32865.0547,6183.0103,39048.0664
205,32852.8594,6171.6470,39024.5078
206,32840.8047,6160.3765,39001.1797
207,32828.8750,6149.1987,38978.0742
208,32817.0781,6138.1123,38955.1914
209,32805.3945,6127.1191,38932.5156
210,32793.8398,6116.2148,38910.0547
211,32782.4023,6105.4009,38887.8047
212,32771.0898,6094.6753,38865.7656
213,32759.9023,6084.0371,38843.9375
214,32748.8223,6073.4834,38822.3047
215,32737.8574,6063.0151,38800.8711
216,32727.0176,6052.6289,38779.6484
217,32716.2754,6042.3262,38758.6016
218,32705.6582,6032.1025,38737.7617
219,32695.1387,6021.9604,38717.0977
220,32684.7422,6011.8965,38696.6406
221,32674.4590,6001.9106,38676.3711
222,32664.2871,5992.0000,38656.2891
223,32654.2207,5982.1660,38636.3867
224,32644.2539,5972.4053,38616.6602
225,32634.3965,5962.7183,38597.1133
226,32624.6348,5953.1064,38577.7422
227,32614.9629,5943.5654,38558.5273
228,32605.3965,5934.0996,38539.4961
229,32595.9160,5924.7065,38520.6211
