epoch,SPTC,MSTC,not_reached,loss
0,147984.2031,19761.6973,0.0002,167745.9062
1,147924.7656,19718.7969,0.0002,167643.5625
2,147865.8281,19675.9980,0.0002,167541.8281
3,147807.3438,19633.3066,0.0002,167440.6562
4,147749.4062,19590.7539,0.0001,167340.1562
5,147691.8281,19548.3828,0.0001,167240.2188
6,147634.7500,19506.2539,0.0001,167141.0000
7,147578.0000,19464.4238,0.0001,167042.4219
8,147521.4688,19422.9414,0.0001,166944.4062
9,147465.3438,19381.8281,0.0001,166847.1719
10,147409.4531,19341.0898,0.0001,166750.5469
11,147353.8906,19300.7051,0.0001,166654.5938
12,147298.6094,19260.6504,0.0001,166559.2656
13,147243.5781,19220.8945,0.0001,166464.4688
14,147188.9375,19181.4180,0.0001,166370.3594
15,147134.6094,19142.1914,0.0001,166276.7969
16,147080.5781,19103.1992,0.0001,166183.7812
17,147026.8906,19064.4297,0.0001,166091.3125
18,146973.4844,19025.8750,0.0001,165999.3594
19,146920.4688,18987.5195,0.0001,165907.9844
20,146867.7344,18949.3633,0.0001,165817.0938
21,146815.2656,18911.4023,0.0001,165726.6719
22,146763.1094,18873.6328,0.0001,165636.7500
23,146711.2188,18836.0469,0.0001,165547.2656
24,146659.6562,18798.6504,0.0001,165458.3125
25,146608.2500,18761.4375,0.0001,165369.6875
26,146557.2812,18724.4023,0.0001,165281.6875
27,146506.5156,18687.5527,0.0001,165194.0625
28,146456.0156,18650.8789,0.0001,165106.8906
29,146405.7344,18614.3809,0.0001,165020.1094
30,146355.7188,18578.0547,0.0001,164933.7812
31,146305.9219,18541.8945,0.0001,164847.8125
32,146256.3125,18505.9004,0.0001,164762.2188
33,146206.9688,18470.0625,0.0001,164677.0312
34,146157.8438,18434.3770,0.0001,164592.2188
35,146108.8438,18398.8398,0.0001,164507.6875
36,146060.0938,18363.4473,0.0001,164423.5469
37,146011.5156,18328.1914,0.0001,164339.7031
38,145963.2188,18293.0742,0.0001,164256.2969
39,145914.9844,18258.0859,0.0001,164173.0625
40,145866.9844,18223.2266,0.0001,164090.2188
41,145819.1562,18188.4980,0.0001,164007.6562
42,145771.5469,18153.9062,0.0001,163925.4531
43,145724.1562,18119.4512,0.0001,163843.6094
44,145677.0156,18085.1465,0.0001,163762.1562
45,145630.1094,18051.0020,0.0001,163681.1094
46,145583.4219,18017.0293,0.0001,163600.4531
47,145537.0312,17983.2383,0.0001,163520.2656
48,145490.9375,17949.6426,0.0001,163440.5781
49,145445.0469,17916.2461,0.0001,163361.2969
50,145399.5000,17883.0527,0.0001,163282.5469
51,145354.1406,17850.0664,0.0001,163204.2031
52,145309.0781,17817.2891,0.0001,163126.3750
53,145264.2812,17784.7188,0.0001,163049.0000
54,145219.7031,17752.3594,0.0001,162972.0625
55,145175.3438,17720.2109,0.0001,162895.5625
56,145131.2969,17688.2695,0.0001,162819.5625
57,145087.5312,17656.5332,0.0001,162744.0625
58,145043.9062,17625.0000,0.0001,162668.9062
59,145000.6094,17593.6621,0.0001,162594.2656
60,144957.5469,17562.5117,0.0001,162520.0625
61,144914.6875,17531.5410,0.0001,162446.2344
62,144872.1406,17500.7305,0.0001,162372.8750
63,144829.7969,17470.0586,0.0001,162299.8594
64,144787.6719,17439.4961,0.0001,162227.1719
65,144745.9062,17409.0137,0.0001,162154.9219
66,144704.4062,17378.5742,0.0001,162082.9844
67,144663.2656,17348.1562,0.0001,162011.4219
68,144622.2812,17317.7617,0.0001,161940.0469
69,144581.5938,17287.4121,0.0001,161869.0000
70,144541.1250,17257.1621,0.0001,161798.2812
71,144500.8281,17227.0859,0.0001,161727.9062
72,144460.5000,17197.2461,0.0001,161657.7500
73,144420.2500,17167.6953,0.0000,161587.9375
74,144380.0000,17138.4414,0.0000,161518.4375
75,144339.7969,17109.4727,0.0000,161449.2656
76,144299.4688,17080.7598,0.0000,161380.2344
77,144259.1719,17052.2695,0.0000,161311.4375
78,144218.7969,17023.9727,0.0000,161242.7656
79,144178.4062,16995.8438,0.0000,161174.2500
80,144138.0625,16967.8633,0.0000,161105.9219
81,144097.6875,16940.0215,0.0000,161037.7031
82,144057.3906,16912.3066,0.0000,160969.7031
83,144017.3125,16884.7148,0.0000,160902.0312
84,143977.6094,16857.2383,0.0000,160834.8438
85,143938.2031,16829.8828,0.0000,160768.0938
86,143899.2500,16802.6406,0.0000,160701.8906
87,143860.7344,16775.5117,0.0000,160636.2500
88,143822.6562,16748.4902,0.0000,160571.1406
89,143784.9844,16721.5703,0.0000,160506.5625
90,143747.6875,16694.7520,0.0000,160442.4375
91,143710.7344,16668.0273,0.0000,160378.7656
92,143674.0625,16641.3945,0.0000,160315.4531
93,143637.7656,16614.8535,0.0000,160252.6250
94,143601.6719,16588.3984,0.0000,160190.0625
95,143565.8438,16562.0371,0.0000,160127.8750
96,143530.2188,16535.7695,0.0000,160065.9844
97,143494.7812,16509.6016,0.0000,160004.3750
98,143459.5781,16483.5410,0.0000,159943.1250
99,143424.5000,16457.5996,0.0000,159882.0938
100,143389.6094,16431.7852,0.0000,159821.3906
101,143354.8750,16406.1094,0.0000,159760.9844
102,143320.3125,16380.5869,0.0000,159700.9062
103,143285.9375,16355.2305,0.0000,159641.1719
104,143251.6875,16330.0439,0.0000,159581.7344
105,143217.6719,16305.0332,0.0000,159522.7031
106,143183.7812,16280.1895,0.0000,159463.9688
107,143150.0156,16255.5078,0.0000,159405.5312
108,143116.4688,16230.9727,0.0000,159347.4375
109,143083.0938,16206.5723,0.0000,159289.6719
110,143049.7969,16182.2930,0.0000,159232.0938
111,143016.6719,16158.1260,0.0000,159174.7969
112,142983.7344,16134.0625,0.0000,159117.7969
113,142950.9688,16110.0938,0.0000,159061.0625
114,142918.3281,16086.2129,0.0000,159004.5469
115,142885.8281,16062.4199,0.0000,158948.2500
116,142853.5156,16038.7061,0.0000,158892.2188
117,142821.3125,16015.0713,0.0000,158836.3906
118,142789.3125,15991.5107,0.0000,158780.8281
119,142757.4219,15968.0205,0.0000,158725.4375
120,142725.6719,15944.6006,0.0000,158670.2656
121,142694.1094,15921.2500,0.0000,158615.3594
122,142662.7188,15897.9678,0.0000,158560.6875
123,142631.4219,15874.7520,0.0000,158506.1719
