epoch,SPTC,MSTC,loss
122,101684.2500,26968.9863,128653.2344
123,101480.3672,26822.6836,128303.0469
124,101278.4375,26677.9453,127956.3828
125,101078.3359,26534.7656,127613.1016
126,100880.1172,26393.1406,127273.2578
127,100683.6641,26253.0781,126936.7422
128,100489.0234,26114.5859,126603.6094
129,100296.0703,25977.6582,126273.7266
130,100104.8125,25842.2812,125947.0938
131,99915.2422,25708.4336,125623.6719
132,99727.3047,25576.0859,125303.3906
133,99541.0234,25445.1953,124986.2188
134,99356.3750,25315.7266,124672.1016
135,99173.3672,25187.6406,124361.0078
136,98992.0000,25060.8867,124052.8906
137,98812.2969,24935.4277,123747.7266
138,98634.1875,24811.2266,123445.4141
139,98457.6562,24688.2383,123145.8906
140,98282.7578,24566.4219,122849.1797
141,98109.4531,24445.7363,122555.1875
142,97937.6953,24326.1406,122263.8359
143,97767.5391,24207.5938,121975.1328
144,97598.9609,24090.0645,121689.0234
145,97431.9531,23973.5117,121405.4688
146,97266.5391,23857.9023,121124.4375
147,97102.6094,23743.2090,120845.8203
148,96940.2188,23629.4062,120569.6250
149,96779.2656,23516.4648,120295.7344
150,96619.6797,23404.3652,120024.0469
151,96461.4062,23293.0957,119754.5000
152,96304.4375,23182.6445,119487.0781
153,96148.7188,23073.0137,119221.7344
154,95994.2109,22964.2070,118958.4219
155,95840.9219,22856.2305,118697.1562
156,95688.7344,22749.1016,118437.8359
157,95537.7734,22642.8359,118180.6094
158,95387.9375,22537.4492,117925.3906
159,95239.2891,22432.9590,117672.2500
160,95091.7969,22329.3789,117421.1719
161,94945.4844,22226.7246,117172.2109
162,94800.3125,22125.0059,116925.3203
163,94656.2969,22024.2266,116680.5234
164,94513.3828,21924.3945,116437.7812
165,94371.5625,21825.5117,116197.0781
166,94230.8359,21727.5723,115958.4062
167,94091.1406,21630.5742,115721.7188
168,93952.5312,21534.5117,115487.0469
169,93815.0156,21439.3770,115254.3906
170,93678.5938,21345.1602,115023.7500
171,93543.3203,21251.8496,114795.1719
172,93409.2422,21159.4277,114568.6719
173,93276.3594,21067.8867,114344.2500
174,93144.6875,20977.2051,114121.8906
175,93014.2188,20887.3711,113901.5938
176,92884.9453,20798.3691,113683.3125
177,92756.7734,20710.1855,113466.9609
178,92629.8047,20622.8125,113252.6172
179,92503.8672,20536.2363,113040.1016
180,92379.0703,20450.4531,112829.5234
181,92255.2891,20365.4551,112620.7422
182,92132.5234,20281.2441,112413.7656
183,92010.7344,20197.8086,112208.5469
184,91889.9531,20115.1543,112005.1094
185,91770.1016,20033.2793,111803.3828
186,91651.1719,19952.1797,111603.3516
187,91533.1641,19871.8535,111405.0156
188,91416.0312,19792.3047,111208.3359
189,91299.7656,19713.5371,111013.3047
190,91184.2734,19635.5508,110819.8281
191,91069.5938,19558.3477,110627.9375
192,90955.6953,19481.9492,110437.6406
193,90842.5078,19406.3555,110248.8594
194,90730.0312,19331.5762,110061.6094
195,90618.1875,19257.6113,109875.7969
196,90506.9375,19184.4531,109691.3906
197,90396.2891,19112.0820,109508.3750
198,90286.2344,19040.4922,109326.7266
199,90176.8047,18969.6660,109146.4688
200,90068.0469,18899.5938,108967.6406
201,89959.9688,18830.2695,108790.2344
202,89852.6484,18761.6914,108614.3438
203,89745.9922,18693.8438,108439.8359
204,89639.9844,18626.7227,108266.7031
205,89534.4766,18560.3125,108094.7891
206,89429.3984,18494.5977,107924.0000
207,89324.6484,18429.5566,107754.2031
208,89220.1562,18365.1758,107585.3281
209,89116.0078,18301.4336,107417.4375
210,89012.2656,18238.3164,107250.5781
211,88909.0391,18175.8086,107084.8438
212,88806.4219,18113.8945,106920.3125
213,88704.3906,18052.5625,106756.9531
214,88602.9141,17991.7969,106594.7109
215,88501.9297,17931.5781,106433.5078
216,88401.4453,17871.8867,106273.3281
217,88301.3203,17812.7090,106114.0312
218,88201.6172,17754.0234,105955.6406
219,88102.2812,17695.8027,105798.0859
220,88003.3516,17638.0352,105641.3906
221,87904.9609,17580.6895,105485.6484
222,87807.1797,17523.7500,105330.9297
223,87710.2031,17467.1953,105177.3984
224,87614.1016,17411.0078,105025.1094
225,87519.0781,17355.1719,104874.2500
226,87425.2266,17299.6797,104724.9062
227,87332.6484,17244.5273,104577.1719
228,87241.4375,17189.7168,104431.1562
229,87151.5625,17135.2617,104286.8281
230,87063.0625,17081.1836,104144.2500
231,86975.8594,17027.5117,104003.3750
232,86889.9219,16974.2852,103864.2031
233,86805.1094,16921.5352,103726.6406
234,86721.3516,16869.2910,103590.6406
235,86638.5312,16817.5684,103456.1016
236,86556.5781,16766.3672,103322.9453
237,86475.4375,16715.6738,103191.1094
238,86395.0078,16665.4648,103060.4688
239,86315.3594,16615.7031,102931.0625
240,86236.4219,16566.3516,102802.7734
241,86158.2266,16517.3711,102675.5938
242,86080.9141,16468.7188,102549.6328
243,86004.4453,16420.3633,102424.8125
244,85928.8672,16372.2803,102301.1484
245,85854.1953,16324.4678,102178.6641
246,85780.3750,16276.9365,102057.3125
247,85707.3906,16229.7246,101937.1172
248,85635.1719,16182.8770,101818.0469
249,85563.6719,16136.4492,101700.1250
250,85492.8047,16090.4863,101583.2891
251,85422.5938,16045.0088,101467.6016
252,85352.9688,16000.0225,101352.9922
253,85283.8906,15955.5117,101239.4062
254,85215.3984,15911.4463,101126.8438
255,85147.4922,15867.8086,101015.2969
256,85080.1875,15824.5781,100904.7656
257,85013.4531,15781.7510,100795.2031
258,84947.3359,15739.3184,100686.6562
259,84881.8125,15697.2715,100579.0859
260,84816.8828,15655.5957,100472.4766
261,84752.5156,15614.2793,100366.7969
262,84688.7031,15573.3125,100262.0156
263,84625.3906,15532.6846,100158.0781
264,84562.6094,15492.3887,100055.0000
265,84500.3047,15452.4277,99952.7344
266,84438.5234,15412.7920,99851.3125
267,84377.1641,15373.4805,99750.6406
268,84316.2891,15334.4863,99650.7734
269,84255.8906,15295.8096,99551.7031
270,84195.9453,15257.4424,99453.3906
271,84136.4844,15219.3770,99355.8594
272,84077.4688,15181.6074,99259.0781
273,84018.9141,15144.1191,99163.0312
274,83960.7656,15106.9062,99067.6719
275,83903.1172,15069.9561,98973.0703
276,83845.8828,15033.2617,98879.1406
277,83789.1641,14996.8145,98785.9766
278,83732.9062,14960.6094,98693.5156
279,83677.1484,14924.6426,98601.7891
280,83621.8750,14888.9170,98510.7891
281,83567.0938,14853.4316,98420.5234
282,83512.8516,14818.1953,98331.0469
283,83459.0938,14783.2100,98242.3047
284,83405.8047,14748.4785,98154.2812
285,83353.0078,14714.0010,98067.0078
286,83300.7266,14679.7764,97980.5000
287,83248.8516,14645.8057,97894.6562
288,83197.4609,14612.0830,97809.5469
289,83146.4609,14578.6045,97725.0625
290,83095.8984,14545.3672,97641.2656
291,83045.7422,14512.3652,97558.1094
292,82995.9922,14479.5898,97475.5781
293,82946.6172,14447.0410,97393.6562
294,82897.6875,14414.7129,97312.3984
295,82849.0547,14382.6074,97231.6641
296,82800.8359,14350.7266,97151.5625
297,82752.9297,14319.0752,97072.0078
298,82705.3984,14287.6621,96993.0625
299,82658.1797,14256.4971,96914.6797
