epoch,SPTC,MSTC,not_reached,loss
0,52230.3750,8226.1143,0.0000,60456.4883
1,52211.6953,8210.1738,0.0000,60421.8672
2,52193.1953,8194.3359,0.0000,60387.5312
3,52174.8594,8178.6025,0.0000,60353.4609
4,52156.7422,8162.9688,0.0000,60319.7109
5,52138.8008,8147.4360,0.0000,60286.2383
6,52121.0273,8132.0044,0.0000,60253.0312
7,52103.4180,8116.6729,0.0000,60220.0898
8,52085.9805,8101.4429,0.0000,60187.4219
9,52068.6602,8086.3115,0.0000,60154.9727
10,52051.5078,8071.2773,0.0000,60122.7852
11,52034.4570,8056.3389,0.0000,60090.7969
12,52017.5469,8041.4932,0.0000,60059.0391
13,52000.7461,8026.7383,0.0000,60027.4844
14,51984.0742,8012.0723,0.0000,59996.1484
15,51967.5156,7997.4917,0.0000,59965.0078
16,51951.0742,7982.9927,0.0000,59934.0664
17,51934.7461,7968.5767,0.0000,59903.3242
18,51918.5000,7954.2378,0.0000,59872.7383
19,51902.3828,7939.9756,0.0000,59842.3594
20,51886.3555,7925.7896,0.0000,59812.1445
21,51870.4297,7911.6777,0.0000,59782.1094
22,51854.6055,7897.6426,0.0000,59752.2500
23,51838.8945,7883.6841,0.0000,59722.5781
24,51823.2969,7869.8066,0.0000,59693.1016
25,51807.8008,7856.0107,0.0000,59663.8125
26,51792.4258,7842.2969,0.0000,59634.7227
27,51777.1680,7828.6685,0.0000,59605.8359
28,51762.0156,7815.1245,0.0000,59577.1406
29,51746.9648,7801.6660,0.0000,59548.6328
30,51732.0391,7788.2944,0.0000,59520.3320
31,51717.2070,7775.0107,0.0000,59492.2188
32,51702.4688,7761.8164,0.0000,59464.2852
33,51687.8164,7748.7114,0.0000,59436.5273
34,51673.2773,7735.6973,0.0000,59408.9766
35,51658.8125,7722.7715,0.0000,59381.5859
36,51644.4414,7709.9321,0.0000,59354.3750
37,51630.1641,7697.1753,0.0000,59327.3398
38,51615.9531,7684.4980,0.0000,59300.4531
39,51601.8438,7671.8975,0.0000,59273.7422
40,51587.8125,7659.3691,0.0000,59247.1797
41,51573.8672,7646.9111,0.0000,59220.7773
42,51560.0039,7634.5190,0.0000,59194.5234
43,51546.2031,7622.1899,0.0000,59168.3945
44,51532.4922,7609.9258,0.0000,59142.4180
45,51518.8633,7597.7231,0.0000,59116.5859
46,51505.3047,7585.5854,0.0000,59090.8906
47,51491.8242,7573.5137,0.0000,59065.3359
48,51478.4180,7561.5127,0.0000,59039.9297
49,51465.0938,7549.5850,0.0000,59014.6797
50,51451.8125,7537.7354,0.0000,58989.5469
51,51438.6211,7525.9683,0.0000,58964.5898
52,51425.5000,7514.2866,0.0000,58939.7852
53,51412.4492,7502.6924,0.0000,58915.1406
54,51399.4570,7491.1841,0.0000,58890.6406
55,51386.5430,7479.7651,0.0000,58866.3086
56,51373.6836,7468.4307,0.0000,58842.1133
57,51360.9180,7457.1802,0.0000,58818.0977
58,51348.1992,7446.0117,0.0000,58794.2109
59,51335.5664,7434.9204,0.0000,58770.4883
60,51322.9961,7423.9062,0.0000,58746.9023
61,51310.4961,7412.9668,0.0000,58723.4609
62,51298.0508,7402.1001,0.0000,58700.1523
63,51285.6719,7391.3027,0.0000,58676.9766
64,51273.3438,7380.5762,0.0000,58653.9219
65,51261.0625,7369.9150,0.0000,58630.9766
66,51248.8320,7359.3223,0.0000,58608.1562
67,51236.6562,7348.7930,0.0000,58585.4492
68,51224.5156,7338.3262,0.0000,58562.8438
69,51212.4258,7327.9189,0.0000,58540.3438
70,51200.3945,7317.5693,0.0000,58517.9648
71,51188.4258,7307.2764,0.0000,58495.7031
72,51176.5117,7297.0376,0.0000,58473.5508
73,51164.6719,7286.8525,0.0000,58451.5234
74,51152.9219,7276.7227,0.0000,58429.6445
75,51141.2461,7266.6460,0.0000,58407.8906
76,51129.6367,7256.6255,0.0000,58386.2617
77,51118.1133,7246.6636,0.0000,58364.7773
78,51106.6641,7236.7598,0.0000,58343.4219
79,51095.2812,7226.9170,0.0000,58322.1992
80,51083.9688,7217.1338,0.0000,58301.1016
81,51072.7148,7207.4092,0.0000,58280.1250
82,51061.5234,7197.7461,0.0000,58259.2695
83,51050.4141,7188.1396,0.0000,58238.5547
84,51039.3555,7178.5913,0.0000,58217.9453
85,51028.3594,7169.0986,0.0000,58197.4570
86,51017.4102,7159.6606,0.0000,58177.0703
87,51006.5391,7150.2769,0.0000,58156.8164
88,50995.7109,7140.9463,0.0000,58136.6562
89,50984.9375,7131.6680,0.0000,58116.6055
90,50974.2266,7122.4409,0.0000,58096.6680
91,50963.5820,7113.2632,0.0000,58076.8438
92,50953.0039,7104.1357,0.0000,58057.1406
93,50942.4531,7095.0571,0.0000,58037.5117
94,50931.9570,7086.0269,0.0000,58017.9844
95,50921.5352,7077.0439,0.0000,57998.5781
96,50911.1797,7068.1094,0.0000,57979.2891
97,50900.8477,7059.2197,0.0000,57960.0664
98,50890.5938,7050.3750,0.0000,57940.9688
99,50880.3789,7041.5752,0.0000,57921.9531
100,50870.2305,7032.8184,0.0000,57903.0469
101,50860.1289,7024.1016,0.0000,57884.2305
102,50850.0742,7015.4258,0.0000,57865.5000
103,50840.0938,7006.7881,0.0000,57846.8828
104,50830.1523,6998.1851,0.0000,57828.3359
105,50820.2773,6989.6157,0.0000,57809.8945
106,50810.4570,6981.0771,0.0000,57791.5352
107,50800.6914,6972.5654,0.0000,57773.2578
108,50790.9844,6964.0815,0.0000,57755.0664
109,50781.3516,6955.6191,0.0000,57736.9688
110,50771.7578,6947.1802,0.0000,57718.9375
111,50762.2227,6938.7637,0.0000,57700.9844
112,50752.7539,6930.3711,0.0000,57683.1250
113,50743.3320,6922.0039,0.0000,57665.3359
114,50733.9570,6913.6670,0.0000,57647.6250
115,50724.6406,6905.3628,0.0000,57630.0039
116,50715.3672,6897.0938,0.0000,57612.4609
117,50706.1523,6888.8638,0.0000,57595.0156
118,50696.9805,6880.6709,0.0000,57577.6523
