epoch,SPTC,MSTC,loss
0,16738935.0000,855784.8750,17594720.0000
1,11870757.0000,727882.6250,12598640.0000
2,8378072.5000,618889.5625,8996962.0000
3,5922699.0000,527140.3750,6449839.5000
4,4218439.0000,450557.2812,4668996.5000
5,3042643.0000,386958.6562,3429601.7500
6,2231815.7500,334270.5000,2566086.2500
7,1670319.8750,290638.4375,1960958.2500
8,1278312.5000,254466.4219,1532778.8750
9,1001502.1875,224412.7188,1225914.8750
10,803310.1875,199366.0625,1002676.2500
11,659187.6250,178414.7188,837602.3750
12,552652.1875,160815.2812,713467.5000
13,472583.9688,145963.9531,618547.9375
14,411419.5625,133371.3125,544790.8750
15,363960.1562,122640.9531,486601.1250
16,326587.4375,113451.6016,440039.0312
17,296748.3750,105542.4844,402290.8750
18,272617.7188,98701.4688,371319.1875
19,252871.1719,92755.4688,345626.6250
20,236535.1562,87562.8281,324098.0000
21,222884.5469,83007.1172,305891.6562
22,211372.2344,78992.3125,290364.5625
23,201580.4375,75438.8672,277019.3125
24,193186.5312,72280.5938,265467.1250
25,185938.8125,69462.2109,255401.0312
26,179638.5625,66937.3047,246575.8750
27,174127.8906,64666.7930,238794.6875
28,169279.7969,62617.5859,231897.3750
29,164991.4844,60761.5977,225753.0781
30,161179.0938,59074.8516,220253.9375
31,157773.5938,57536.8359,215310.4375
32,154718.1094,56129.9062,210848.0156
33,151964.7500,54838.8438,206803.5938
34,149473.8594,53650.4688,203124.3281
35,147211.5000,52553.3359,199764.8438
36,145149.3125,51537.4609,196686.7812
37,143262.7656,50594.1016,193856.8750
38,141531.0000,49715.6016,191246.5938
39,139935.9219,48895.2266,188831.1562
40,138462.0312,48127.0469,186589.0781
41,137095.6875,47405.8203,184501.5000
42,135825.1250,46726.9062,182552.0312
43,134639.9219,46086.1875,180726.1094
44,133531.1875,45480.0234,179011.2188
45,132491.0312,44905.1562,177396.1875
46,131512.5156,44358.6953,175871.2188
47,130589.6016,43838.0547,174427.6562
48,129716.9062,43340.9141,173057.8125
49,128889.7188,42865.2109,171754.9375
50,128103.9609,42409.0938,170513.0625
51,127356.0469,41970.9023,169326.9531
52,126642.6250,41549.1562,168191.7812
53,125960.9062,41142.5195,167103.4219
54,125308.2969,40749.8281,166058.1250
55,124682.5312,40370.0156,165052.5469
56,124081.5625,40002.1641,164083.7188
57,123503.5469,39645.4453,163149.0000
58,122946.8281,39299.1133,162245.9375
59,122409.9062,38962.5234,161372.4375
60,121891.4531,38635.0742,160526.5312
61,121390.1562,38316.2344,159706.3906
62,120904.9609,38005.4922,158910.4531
63,120434.8047,37702.3945,158137.2031
64,119978.7578,37406.4883,157385.2500
65,119535.8516,37117.3594,156653.2188
66,119105.2969,36834.6133,155939.9062
67,118686.3516,36557.8594,155244.2188
68,118278.2422,36286.7422,154564.9844
69,117880.3516,36020.9336,153901.2812
70,117491.9922,35760.1133,153252.1094
71,117112.5938,35503.9961,152616.5938
72,116741.6484,35252.3281,151993.9688
73,116378.6172,35004.8750,151383.5000
74,116023.0469,34761.4375,150784.4844
