epoch,SPTC,MSTC,not_reached,loss
0,1280.2128,277.2297,0.0000,1557.4425
1,1279.5956,276.5814,0.0000,1556.1770
2,1278.9825,275.9375,0.0000,1554.9200
3,1278.3740,275.2980,0.0000,1553.6721
4,1277.7700,274.6629,0.0000,1552.4329
5,1277.1702,274.0321,0.0000,1551.2023
6,1276.5745,273.4055,0.0000,1549.9800
7,1275.9830,272.7832,0.0000,1548.7662
8,1275.3961,272.1651,0.0000,1547.5613
9,1274.8134,271.5511,0.0000,1546.3645
10,1274.2345,270.9412,0.0000,1545.1757
11,1273.6599,270.3354,0.0000,1543.9954
12,1273.0896,269.7336,0.0000,1542.8232
13,1272.5228,269.1358,0.0000,1541.6587
14,1271.9603,268.5420,0.0000,1540.5023
15,1271.4016,267.9520,0.0000,1539.3536
16,1270.8468,267.3660,0.0000,1538.2128
17,1270.2960,266.7838,0.0000,1537.0798
18,1269.7490,266.2054,0.0000,1535.9545
19,1269.2054,265.6308,0.0000,1534.8362
20,1268.6660,265.0599,0.0000,1533.7258
21,1268.1304,264.4927,0.0000,1532.6230
22,1267.5980,263.9291,0.0000,1531.5271
23,1267.0697,263.3693,0.0000,1530.4390
24,1266.5449,262.8130,0.0000,1529.3579
25,1266.0234,262.2603,0.0000,1528.2837
26,1265.5057,261.7111,0.0000,1527.2168
27,1264.9915,261.1653,0.0000,1526.1567
28,1264.4807,260.6231,0.0000,1525.1039
29,1263.9733,260.0844,0.0000,1524.0576
30,1263.4695,259.5490,0.0000,1523.0184
31,1262.9689,259.0169,0.0000,1521.9858
32,1262.4718,258.4883,0.0000,1520.9601
33,1261.9778,257.9629,0.0000,1519.9407
34,1261.4871,257.4409,0.0000,1518.9280
35,1260.9996,256.9221,0.0000,1517.9216
36,1260.5157,256.4065,0.0000,1516.9222
37,1260.0349,255.8941,0.0000,1515.9291
38,1259.5568,255.3849,0.0000,1514.9417
39,1259.0822,254.8789,0.0000,1513.9611
40,1258.6107,254.3759,0.0000,1512.9866
41,1258.1426,253.8761,0.0000,1512.0187
42,1257.6769,253.3792,0.0000,1511.0562
43,1257.2146,252.8855,0.0000,1510.1001
44,1256.7551,252.3948,0.0000,1509.1499
45,1256.2987,251.9070,0.0000,1508.2057
46,1255.8453,251.4222,0.0000,1507.2675
47,1255.3944,250.9402,0.0000,1506.3347
48,1254.9469,250.4613,0.0000,1505.4082
49,1254.5020,249.9852,0.0000,1504.4871
50,1254.0599,249.5119,0.0000,1503.5719
51,1253.6207,249.0415,0.0000,1502.6622
52,1253.1844,248.5738,0.0000,1501.7583
53,1252.7510,248.1090,0.0000,1500.8600
54,1252.3198,247.6469,0.0000,1499.9668
55,1251.8917,247.1875,0.0000,1499.0792
56,1251.4659,246.7309,0.0000,1498.1968
57,1251.0432,246.2769,0.0000,1497.3201
58,1250.6232,245.8256,0.0000,1496.4487
59,1250.2053,245.3769,0.0000,1495.5823
60,1249.7904,244.9309,0.0000,1494.7213
61,1249.3782,244.4874,0.0000,1493.8655
62,1248.9679,244.0464,0.0000,1493.0144
63,1248.5608,243.6081,0.0000,1492.1689
64,1248.1558,243.1723,0.0000,1491.3280
65,1247.7534,242.7390,0.0000,1490.4924
66,1247.3535,242.3081,0.0000,1489.6616
67,1246.9563,241.8797,0.0000,1488.8361
68,1246.5610,241.4538,0.0000,1488.0149
69,1246.1683,241.0303,0.0000,1487.1986
70,1245.7780,240.6091,0.0000,1486.3871
71,1245.3904,240.1904,0.0000,1485.5808
72,1245.0049,239.7740,0.0000,1484.7789
73,1244.6215,239.3600,0.0000,1483.9814
74,1244.2405,238.9483,0.0000,1483.1887
75,1243.8618,238.5388,0.0000,1482.4006
76,1243.4855,238.1316,0.0000,1481.6171
