epoch,SPTC,MSTC,not_reached,loss
0,673.8538,643.1701,0.0000,1317.0239
1,673.4023,642.7720,0.0000,1316.1743
2,672.9538,642.3767,0.0000,1315.3306
3,672.5085,641.9841,0.0000,1314.4927
4,672.0666,641.5943,0.0000,1313.6609
5,671.6277,641.2072,0.0000,1312.8350
6,671.1920,640.8228,0.0000,1312.0146
7,670.7592,640.4409,0.0000,1311.2002
8,670.3297,640.0618,0.0000,1310.3914
9,669.9031,639.6853,0.0000,1309.5884
10,669.4795,639.3113,0.0000,1308.7908
11,669.0589,638.9398,0.0000,1307.9988
12,668.6413,638.5709,0.0000,1307.2122
13,668.2265,638.2045,0.0000,1306.4309
14,667.8146,637.8406,0.0000,1305.6553
15,667.4056,637.4791,0.0000,1304.8848
16,666.9995,637.1201,0.0000,1304.1195
17,666.5959,636.7634,0.0000,1303.3594
18,666.1953,636.4092,0.0000,1302.6045
19,665.7972,636.0573,0.0000,1301.8545
20,665.4022,635.7078,0.0000,1301.1099
21,665.0096,635.3605,0.0000,1300.3701
22,664.6198,635.0157,0.0000,1299.6355
23,664.2325,634.6730,0.0000,1298.9055
24,663.8480,634.3327,0.0000,1298.1807
25,663.4661,633.9946,0.0000,1297.4607
26,663.0866,633.6586,0.0000,1296.7452
27,662.7096,633.3250,0.0000,1296.0345
28,662.3353,632.9934,0.0000,1295.3287
29,661.9633,632.6641,0.0000,1294.6274
30,661.5939,632.3368,0.0000,1293.9307
31,661.2270,632.0117,0.0000,1293.2388
32,660.8625,631.6887,0.0000,1292.5513
33,660.5002,631.3677,0.0000,1291.8679
34,660.1404,631.0488,0.0000,1291.1892
35,659.7830,630.7321,0.0000,1290.5150
36,659.4279,630.4173,0.0000,1289.8452
37,659.0751,630.1044,0.0000,1289.1794
38,658.7246,629.7936,0.0000,1288.5182
39,658.3763,629.4848,0.0000,1287.8611
40,658.0303,629.1779,0.0000,1287.2083
41,657.6866,628.8729,0.0000,1286.5596
42,657.3451,628.5699,0.0000,1285.9150
43,657.0057,628.2688,0.0000,1285.2745
44,656.6686,627.9696,0.0000,1284.6382
45,656.3334,627.6722,0.0000,1284.0056
46,656.0005,627.3767,0.0000,1283.3772
47,655.6697,627.0831,0.0000,1282.7528
48,655.3409,626.7913,0.0000,1282.1322
49,655.0142,626.5012,0.0000,1281.5154
50,654.6898,626.2131,0.0000,1280.9028
51,654.3671,625.9266,0.0000,1280.2937
52,654.0466,625.6420,0.0000,1279.6885
53,653.7280,625.3590,0.0000,1279.0869
54,653.4114,625.0778,0.0000,1278.4891
55,653.0967,624.7983,0.0000,1277.8950
56,652.7840,624.5204,0.0000,1277.3044
57,652.4732,624.2444,0.0000,1276.7175
58,652.1644,623.9700,0.0000,1276.1344
59,651.8574,623.6973,0.0000,1275.5547
60,651.5524,623.4261,0.0000,1274.9785
61,651.2492,623.1567,0.0000,1274.4060
62,650.9478,622.8889,0.0000,1273.8367
63,650.6482,622.6226,0.0000,1273.2708
64,650.3503,622.3580,0.0000,1272.7083
65,650.0545,622.0948,0.0000,1272.1494
66,649.7603,621.8334,0.0000,1271.5938
67,649.4678,621.5735,0.0000,1271.0413
68,649.1772,621.3151,0.0000,1270.4922
69,648.8882,621.0582,0.0000,1269.9463
70,648.6010,620.8029,0.0000,1269.4038
71,648.3155,620.5491,0.0000,1268.8645
72,648.0317,620.2967,0.0000,1268.3284
73,647.7495,620.0458,0.0000,1267.7954
74,647.4691,619.7964,0.0000,1267.2655
75,647.1901,619.5485,0.0000,1266.7385
76,646.9128,619.3019,0.0000,1266.2148
77,646.6374,619.0569,0.0000,1265.6943
78,646.3633,618.8134,0.0000,1265.1768
79,646.0908,618.5710,0.0000,1264.6619
80,645.8200,618.3302,0.0000,1264.1501
81,645.5508,618.0908,0.0000,1263.6416
82,645.2830,617.8527,0.0000,1263.1357
83,645.0168,617.6160,0.0000,1262.6328
84,644.7521,617.3807,0.0000,1262.1328
85,644.4890,617.1467,0.0000,1261.6357
86,644.2273,616.9141,0.0000,1261.1414
87,643.9672,616.6827,0.0000,1260.6499
88,643.7084,616.4528,0.0000,1260.1611
89,643.4512,616.2240,0.0000,1259.6752
90,643.1953,615.9966,0.0000,1259.1919
91,642.9410,615.7705,0.0000,1258.7115
92,642.6880,615.5457,0.0000,1258.2336
93,642.4366,615.3220,0.0000,1257.7587
94,642.1865,615.0997,0.0000,1257.2863
95,641.9377,614.8787,0.0000,1256.8164
96,641.6904,614.6588,0.0000,1256.3491
97,641.4445,614.4402,0.0000,1255.8848
98,641.1998,614.2228,0.0000,1255.4226
99,640.9565,614.0066,0.0000,1254.9631
100,640.7146,613.7916,0.0000,1254.5062
101,640.4740,613.5778,0.0000,1254.0518
102,640.2348,613.3652,0.0000,1253.6000
103,639.9968,613.1537,0.0000,1253.1505
104,639.7601,612.9435,0.0000,1252.7036
105,639.5245,612.7344,0.0000,1252.2589
106,639.2904,612.5264,0.0000,1251.8168
107,639.0577,612.3195,0.0000,1251.3772
108,638.8259,612.1138,0.0000,1250.9397
109,638.5955,611.9092,0.0000,1250.5046
110,638.3665,611.7057,0.0000,1250.0723
111,638.1385,611.5034,0.0000,1249.6418
112,637.9119,611.3021,0.0000,1249.2140
113,637.6862,611.1019,0.0000,1248.7881
114,637.4620,610.9028,0.0000,1248.3647
115,637.2388,610.7047,0.0000,1247.9435
116,637.0167,610.5078,0.0000,1247.5244
117,636.7960,610.3118,0.0000,1247.1078
118,636.5764,610.1169,0.0000,1246.6934
119,636.3579,609.9232,0.0000,1246.2810
120,636.1406,609.7302,0.0000,1245.8708
121,635.9244,609.5386,0.0000,1245.4629
122,635.7093,609.3478,0.0000,1245.0571
123,635.4953,609.1581,0.0000,1244.6533
124,635.2825,608.9693,0.0000,1244.2517
125,635.0707,608.7816,0.0000,1243.8523
126,634.8600,608.5948,0.0000,1243.4548
127,634.6503,608.4090,0.0000,1243.0593
128,634.4418,608.2243,0.0000,1242.6660
129,634.2343,608.0404,0.0000,1242.2747
130,634.0279,607.8575,0.0000,1241.8855
131,633.8225,607.6757,0.0000,1241.4982
132,633.6181,607.4947,0.0000,1241.1128
133,633.4149,607.3147,0.0000,1240.7295
134,633.2126,607.1356,0.0000,1240.3481
135,633.0113,606.9574,0.0000,1239.9688
136,632.8111,606.7802,0.0000,1239.5913
137,632.6118,606.6039,0.0000,1239.2157
138,632.4135,606.4285,0.0000,1238.8419
139,632.2161,606.2539,0.0000,1238.4700
140,632.0198,606.0803,0.0000,1238.1001
141,631.8246,605.9077,0.0000,1237.7323
142,631.6303,605.7358,0.0000,1237.3662
143,631.4368,605.5648,0.0000,1237.0017
144,631.2443,605.3947,0.0000,1236.6389
145,631.0529,605.2255,0.0000,1236.2783
146,630.8622,605.0571,0.0000,1235.9193
147,630.6726,604.8896,0.0000,1235.5623
148,630.4839,604.7229,0.0000,1235.2068
149,630.2961,604.5571,0.0000,1234.8533
150,630.1092,604.3921,0.0000,1234.5012
151,629.9231,604.2280,0.0000,1234.1511
152,629.7380,604.0646,0.0000,1233.8027
153,629.5538,603.9021,0.0000,1233.4559
154,629.3705,603.7405,0.0000,1233.1111
155,629.1880,603.5795,0.0000,1232.7675
156,629.0065,603.4194,0.0000,1232.4259
157,628.8256,603.2601,0.0000,1232.0857
158,628.6458,603.1016,0.0000,1231.7473
159,628.4666,602.9438,0.0000,1231.4104
160,628.2886,602.7870,0.0000,1231.0756
161,628.1111,602.6307,0.0000,1230.7419
162,627.9348,602.4753,0.0000,1230.4102
163,627.7590,602.3207,0.0000,1230.0796
164,627.5842,602.1668,0.0000,1229.7510
165,627.4102,602.0138,0.0000,1229.4240
166,627.2369,601.8613,0.0000,1229.0981
167,627.0645,601.7097,0.0000,1228.7742
168,626.8928,601.5588,0.0000,1228.4517
169,626.7220,601.4087,0.0000,1228.1306
170,626.5519,601.2592,0.0000,1227.8110
171,626.3826,601.1105,0.0000,1227.4930
172,626.2141,600.9625,0.0000,1227.1765
173,626.0463,600.8152,0.0000,1226.8616
174,625.8794,600.6688,0.0000,1226.5481
175,625.7132,600.5228,0.0000,1226.2361
176,625.5477,600.3777,0.0000,1225.9255
177,625.3830,600.2333,0.0000,1225.6162
178,625.2191,600.0896,0.0000,1225.3086
179,625.0558,599.9465,0.0000,1225.0023
180,624.8934,599.8041,0.0000,1224.6975
181,624.7316,599.6624,0.0000,1224.3940
182,624.5706,599.5214,0.0000,1224.0919
183,624.4101,599.3809,0.0000,1223.7910
184,624.2505,599.2412,0.0000,1223.4917
185,624.0917,599.1022,0.0000,1223.1938
186,623.9333,598.9638,0.0000,1222.8972
187,623.7761,598.8260,0.0000,1222.6021
188,623.6191,598.6890,0.0000,1222.3081
189,623.4630,598.5525,0.0000,1222.0154
190,623.3076,598.4167,0.0000,1221.7244
191,623.1528,598.2816,0.0000,1221.4343
192,622.9985,598.1470,0.0000,1221.1455
193,622.8452,598.0131,0.0000,1220.8582
194,622.6924,597.8798,0.0000,1220.5723
195,622.5401,597.7471,0.0000,1220.2872
196,622.3887,597.6151,0.0000,1220.0037
197,622.2380,597.4836,0.0000,1219.7217
198,622.0878,597.3528,0.0000,1219.4407
199,621.9384,597.2225,0.0000,1219.1609
200,621.7894,597.0928,0.0000,1218.8823
201,621.6411,596.9638,0.0000,1218.6050
202,621.4936,596.8354,0.0000,1218.3291
203,621.3466,596.7075,0.0000,1218.0541
204,621.2003,596.5803,0.0000,1217.7805
205,621.0544,596.4535,0.0000,1217.5078
206,620.9092,596.3273,0.0000,1217.2366
207,620.7646,596.2018,0.0000,1216.9664
208,620.6207,596.0768,0.0000,1216.6975
209,620.4775,595.9524,0.0000,1216.4299
210,620.3347,595.8286,0.0000,1216.1633
211,620.1926,595.7053,0.0000,1215.8979
212,620.0510,595.5825,0.0000,1215.6335
213,619.9100,595.4603,0.0000,1215.3704
214,619.7695,595.3386,0.0000,1215.1082
215,619.6297,595.2175,0.0000,1214.8472
216,619.4904,595.0969,0.0000,1214.5874
217,619.3517,594.9769,0.0000,1214.3286
218,619.2136,594.8574,0.0000,1214.0710
219,619.0760,594.7385,0.0000,1213.8145
220,618.9390,594.6200,0.0000,1213.5590
221,618.8024,594.5021,0.0000,1213.3044
222,618.6666,594.3846,0.0000,1213.0513
223,618.5311,594.2678,0.0000,1212.7990
224,618.3962,594.1514,0.0000,1212.5476
225,618.2620,594.0356,0.0000,1212.2976
226,618.1284,593.9202,0.0000,1212.0486
227,617.9951,593.8053,0.0000,1211.8003
228,617.8622,593.6910,0.0000,1211.5532
229,617.7301,593.5771,0.0000,1211.3073
230,617.5984,593.4639,0.0000,1211.0623
231,617.4673,593.3510,0.0000,1210.8184
232,617.3367,593.2386,0.0000,1210.5752
233,617.2067,593.1267,0.0000,1210.3334
234,617.0770,593.0153,0.0000,1210.0923
235,616.9478,592.9044,0.0000,1209.8523
236,616.8192,592.7939,0.0000,1209.6132
237,616.6911,592.6840,0.0000,1209.3750
238,616.5636,592.5745,0.0000,1209.1381
239,616.4364,592.4655,0.0000,1208.9019
240,616.3096,592.3569,0.0000,1208.6665
241,616.1835,592.2488,0.0000,1208.4324
242,616.0579,592.1411,0.0000,1208.1990
243,615.9327,592.0339,0.0000,1207.9666
244,615.8080,591.9271,0.0000,1207.7351
245,615.6835,591.8209,0.0000,1207.5044
246,615.5598,591.7150,0.0000,1207.2748
247,615.4365,591.6096,0.0000,1207.0461
248,615.3137,591.5046,0.0000,1206.8184
249,615.1912,591.4001,0.0000,1206.5913
250,615.0693,591.2961,0.0000,1206.3654
251,614.9477,591.1924,0.0000,1206.1401
252,614.8268,591.0892,0.0000,1205.9160
253,614.7061,590.9864,0.0000,1205.6925
254,614.5859,590.8840,0.0000,1205.4700
255,614.4662,590.7821,0.0000,1205.2483
256,614.3470,590.6805,0.0000,1205.0276
257,614.2282,590.5795,0.0000,1204.8076
258,614.1098,590.4788,0.0000,1204.5886
259,613.9918,590.3785,0.0000,1204.3704
260,613.8741,590.2786,0.0000,1204.1527
261,613.7570,590.1791,0.0000,1203.9362
262,613.6404,590.0801,0.0000,1203.7205
263,613.5241,589.9814,0.0000,1203.5056
264,613.4083,589.8832,0.0000,1203.2915
265,613.2928,589.7853,0.0000,1203.0781
266,613.1778,589.6878,0.0000,1202.8656
267,613.0632,589.5908,0.0000,1202.6541
268,612.9489,589.4941,0.0000,1202.4429
269,612.8351,589.3978,0.0000,1202.2329
270,612.7217,589.3018,0.0000,1202.0236
271,612.6088,589.2064,0.0000,1201.8152
272,612.4960,589.1112,0.0000,1201.6072
273,612.3839,589.0164,0.0000,1201.4003
274,612.2721,588.9220,0.0000,1201.1941
275,612.1608,588.8280,0.0000,1200.9888
276,612.0496,588.7343,0.0000,1200.7839
277,611.9389,588.6410,0.0000,1200.5798
278,611.8287,588.5481,0.0000,1200.3767
279,611.7188,588.4556,0.0000,1200.1743
280,611.6093,588.3633,0.0000,1199.9727
281,611.5001,588.2715,0.0000,1199.7715
282,611.3914,588.1799,0.0000,1199.5713
283,611.2831,588.0887,0.0000,1199.3718
284,611.1750,587.9980,0.0000,1199.1731
285,611.0674,587.9076,0.0000,1198.9751
286,610.9601,587.8174,0.0000,1198.7776
287,610.8531,587.7277,0.0000,1198.5808
288,610.7467,587.6382,0.0000,1198.3850
289,610.6405,587.5492,0.0000,1198.1897
290,610.5347,587.4604,0.0000,1197.9951
291,610.4293,587.3721,0.0000,1197.8013
292,610.3242,587.2839,0.0000,1197.6082
293,610.2194,587.1962,0.0000,1197.4155
294,610.1150,587.1088,0.0000,1197.2239
295,610.0109,587.0217,0.0000,1197.0327
296,609.9073,586.9349,0.0000,1196.8423
297,609.8039,586.8485,0.0000,1196.6523
298,609.7010,586.7623,0.0000,1196.4634
299,609.5982,586.6766,0.0000,1196.2748
